sequence,frame,detection_id,x_px,y_px,area_px,source
01,112,1292,18.0,281.0,1,human_tracking_gold
01,112,22210,358.0,435.0,9,human_tracking_gold
01,112,22211,356.0,410.0,9,human_tracking_gold
01,113,846,97.0,78.0,9,human_tracking_gold
01,113,848,39.0,145.0,9,human_tracking_gold
01,113,858,58.0,124.0,9,human_tracking_gold
01,113,860,75.0,118.0,9,human_tracking_gold
01,113,862,175.0,156.0,9,human_tracking_gold
01,113,864,157.0,150.0,9,human_tracking_gold
01,113,866,125.0,169.0,9,human_tracking_gold
01,113,868,115.0,208.0,9,human_tracking_gold
01,113,872,100.0,243.0,9,human_tracking_gold
01,113,875,151.0,202.0,9,human_tracking_gold
01,113,877,161.0,199.0,9,human_tracking_gold
01,113,878,127.0,258.0,9,human_tracking_gold
01,113,880,688.0,150.0,9,human_tracking_gold
01,113,885,206.0,64.0,1,human_tracking_gold
01,113,886,206.0,80.0,9,human_tracking_gold
01,113,890,208.0,96.0,9,human_tracking_gold
01,113,899,319.5,108.0,12,human_tracking_gold
01,113,900,321.0,136.0,9,human_tracking_gold
01,113,902,266.0,115.0,9,human_tracking_gold
01,113,904,295.0,130.0,9,human_tracking_gold
01,113,907,270.5,145.0,12,human_tracking_gold
01,113,908,284.0,160.5,12,human_tracking_gold
01,113,912,574.0,414.0,9,human_tracking_gold
01,113,917,613.0,422.0,9,human_tracking_gold
01,113,918,627.0,424.0,9,human_tracking_gold
01,113,921,588.0,450.0,9,human_tracking_gold
01,113,922,594.0,464.0,9,human_tracking_gold
01,113,923,546.0,453.0,9,human_tracking_gold
01,113,928,671.0,489.5,12,human_tracking_gold
01,113,929,642.0,488.0,9,human_tracking_gold
01,113,932,662.0,494.0,9,human_tracking_gold
01,113,933,679.0,477.0,9,human_tracking_gold
01,113,934,681.0,444.0,9,human_tracking_gold
01,113,938,178.0,354.0,9,human_tracking_gold
01,113,941,106.0,337.0,9,human_tracking_gold
01,113,943,117.0,332.0,9,human_tracking_gold
01,113,946,210.0,303.0,9,human_tracking_gold
01,113,948,205.0,271.0,9,human_tracking_gold
01,113,950,133.0,332.0,9,human_tracking_gold
01,113,953,182.0,321.0,9,human_tracking_gold
01,113,955,203.0,329.0,9,human_tracking_gold
01,113,956,175.0,306.0,9,human_tracking_gold
01,113,962,222.0,399.0,9,human_tracking_gold
01,113,967,235.0,365.0,9,human_tracking_gold
01,113,970,238.0,417.0,9,human_tracking_gold
01,113,975,201.0,377.0,9,human_tracking_gold
01,113,976,161.0,411.0,9,human_tracking_gold
01,113,978,177.0,433.0,9,human_tracking_gold
01,113,979,133.0,431.0,9,human_tracking_gold
01,113,982,32.0,436.0,9,human_tracking_gold
01,113,984,49.0,425.0,9,human_tracking_gold
01,113,986,138.0,502.0,9,human_tracking_gold
01,113,988,131.0,501.0,9,human_tracking_gold
01,113,989,136.0,475.0,9,human_tracking_gold
01,113,990,207.0,526.0,9,human_tracking_gold
01,113,992,301.0,361.0,9,human_tracking_gold
01,113,994,270.0,333.0,9,human_tracking_gold
01,113,999,349.0,372.0,9,human_tracking_gold
01,113,1009,606.0,285.0,9,human_tracking_gold
01,113,1010,594.0,270.0,9,human_tracking_gold
01,113,1011,597.0,280.0,9,human_tracking_gold
01,113,1014,606.0,275.0,9,human_tracking_gold
01,113,1016,594.0,246.0,9,human_tracking_gold
01,113,1018,634.0,245.0,9,human_tracking_gold
01,113,1030,397.0,474.0,9,human_tracking_gold
01,113,1032,399.0,481.0,9,human_tracking_gold
01,113,1034,392.0,478.0,9,human_tracking_gold
01,113,1040,390.0,442.0,9,human_tracking_gold
01,113,1041,534.0,527.0,9,human_tracking_gold
01,113,1045,528.0,501.0,9,human_tracking_gold
01,113,1049,490.0,530.0,9,human_tracking_gold
01,113,1057,601.0,525.0,9,human_tracking_gold
01,113,1058,619.0,517.0,9,human_tracking_gold
01,113,1069,671.0,388.0,9,human_tracking_gold
01,113,1071,681.0,399.0,9,human_tracking_gold
01,113,1074,439.0,336.0,9,human_tracking_gold
01,113,1090,524.0,297.0,9,human_tracking_gold
01,113,1093,395.0,124.0,9,human_tracking_gold
01,113,1095,416.0,85.0,9,human_tracking_gold
01,113,1105,382.0,124.0,9,human_tracking_gold
01,113,1106,418.0,147.0,9,human_tracking_gold
01,113,1120,500.0,99.0,9,human_tracking_gold
01,113,1122,488.0,104.0,9,human_tracking_gold
01,113,1123,515.0,104.0,9,human_tracking_gold
01,113,1125,548.0,128.0,9,human_tracking_gold
01,113,1132,537.0,116.0,9,human_tracking_gold
01,113,1134,519.0,143.0,9,human_tracking_gold
01,113,1137,540.0,182.0,9,human_tracking_gold
01,113,1138,533.5,185.0,12,human_tracking_gold
01,113,1139,528.0,165.0,9,human_tracking_gold
01,113,1142,575.0,118.0,9,human_tracking_gold
01,113,1148,554.0,259.0,9,human_tracking_gold
01,113,1154,560.0,247.0,9,human_tracking_gold
01,113,1156,560.0,226.0,9,human_tracking_gold
01,113,1160,539.0,243.0,9,human_tracking_gold
01,113,1164,508.0,255.0,9,human_tracking_gold
01,113,1170,502.0,264.0,9,human_tracking_gold
01,113,1171,502.0,282.0,9,human_tracking_gold
01,113,1173,579.5,294.5,14,human_tracking_gold
01,113,1178,567.0,331.0,9,human_tracking_gold
01,113,1180,462.0,254.0,9,human_tracking_gold
01,113,1184,539.0,285.0,9,human_tracking_gold
01,113,1188,579.0,207.0,9,human_tracking_gold
01,113,1189,581.0,224.0,9,human_tracking_gold
01,113,1192,429.0,108.0,9,human_tracking_gold
01,113,1194,398.0,107.0,9,human_tracking_gold
01,113,1196,442.0,87.0,9,human_tracking_gold
01,113,1198,452.0,100.0,9,human_tracking_gold
01,113,1202,418.0,28.0,9,human_tracking_gold
01,113,1205,455.0,46.0,9,human_tracking_gold
01,113,1206,453.0,56.0,9,human_tracking_gold
01,113,1207,425.0,41.0,9,human_tracking_gold
01,113,1211,465.0,68.0,9,human_tracking_gold
01,113,1219,442.0,27.5,2,human_tracking_gold
01,113,1227,480.0,26.0,1,human_tracking_gold
01,113,1229,657.0,297.0,9,human_tracking_gold
01,113,1233,679.0,293.0,9,human_tracking_gold
01,113,1234,672.0,329.0,9,human_tracking_gold
01,113,1239,577.0,102.0,9,human_tracking_gold
01,113,1241,591.0,95.0,9,human_tracking_gold
01,113,1249,343.0,51.0,9,human_tracking_gold
01,113,1272,145.0,72.0,9,human_tracking_gold
01,113,1275,103.0,29.0,1,human_tracking_gold
01,113,1278,126.0,53.0,9,human_tracking_gold
01,113,1279,112.0,26.0,9,human_tracking_gold
01,113,1280,145.0,26.0,1,human_tracking_gold
01,113,1281,50.0,62.0,1,human_tracking_gold
01,113,1285,28.0,34.0,9,human_tracking_gold
01,113,1290,459.0,384.0,9,human_tracking_gold
01,113,1291,482.0,400.0,9,human_tracking_gold
01,113,1292,18.0,281.0,1,human_tracking_gold
01,113,22210,358.0,435.0,9,human_tracking_gold
01,113,22211,356.0,410.0,9,human_tracking_gold
01,114,846,97.0,78.0,9,human_tracking_gold
01,114,848,39.0,145.0,9,human_tracking_gold
01,114,858,57.5,124.5,14,human_tracking_gold
01,114,860,73.0,119.0,9,human_tracking_gold
01,114,862,175.0,156.0,9,human_tracking_gold
01,114,864,157.0,150.0,9,human_tracking_gold
01,114,866,124.0,169.0,9,human_tracking_gold
01,114,868,115.0,208.0,9,human_tracking_gold
01,114,872,100.0,243.0,9,human_tracking_gold
01,114,875,151.0,202.0,9,human_tracking_gold
01,114,877,161.0,199.0,9,human_tracking_gold
01,114,878,127.0,258.0,9,human_tracking_gold
01,114,880,688.0,150.0,9,human_tracking_gold
01,114,885,205.0,60.0,9,human_tracking_gold
01,114,886,206.0,80.0,9,human_tracking_gold
01,114,890,208.0,96.0,9,human_tracking_gold
01,114,899,320.0,108.0,9,human_tracking_gold
01,114,900,321.0,136.0,9,human_tracking_gold
01,114,902,266.0,115.0,9,human_tracking_gold
01,114,904,295.0,130.0,9,human_tracking_gold
01,114,907,271.0,145.0,9,human_tracking_gold
01,114,908,284.0,161.0,9,human_tracking_gold
01,114,912,574.0,413.0,9,human_tracking_gold
01,114,917,613.5,420.0,12,human_tracking_gold
01,114,918,628.0,424.0,9,human_tracking_gold
01,114,921,588.0,450.0,9,human_tracking_gold
01,114,922,594.0,465.0,9,human_tracking_gold
01,114,923,546.0,453.0,9,human_tracking_gold
01,114,928,672.0,490.0,9,human_tracking_gold
01,114,929,641.0,487.0,9,human_tracking_gold
01,114,932,663.0,495.0,9,human_tracking_gold
01,114,933,679.0,477.0,9,human_tracking_gold
01,114,934,682.0,444.0,9,human_tracking_gold
01,114,938,178.0,353.0,9,human_tracking_gold
01,114,941,106.0,337.0,9,human_tracking_gold
01,114,943,119.0,330.0,9,human_tracking_gold
01,114,946,210.0,303.0,9,human_tracking_gold
01,114,948,205.0,271.0,9,human_tracking_gold
01,114,950,133.0,332.0,9,human_tracking_gold
01,114,953,182.0,321.0,9,human_tracking_gold
01,114,955,203.0,331.0,9,human_tracking_gold
01,114,956,176.0,305.0,9,human_tracking_gold
01,114,962,222.0,398.0,9,human_tracking_gold
01,114,967,235.0,365.0,9,human_tracking_gold
01,114,970,238.0,415.0,9,human_tracking_gold
01,114,975,201.0,377.0,9,human_tracking_gold
01,114,976,161.0,411.0,9,human_tracking_gold
01,114,978,179.0,432.0,9,human_tracking_gold
01,114,979,132.5,431.0,12,human_tracking_gold
01,114,982,32.0,436.0,9,human_tracking_gold
01,114,984,49.0,425.0,9,human_tracking_gold
01,114,986,138.0,502.0,9,human_tracking_gold
01,114,988,131.0,501.0,9,human_tracking_gold
01,114,989,136.0,475.0,9,human_tracking_gold
01,114,990,207.0,526.0,9,human_tracking_gold
01,114,992,301.0,361.0,9,human_tracking_gold
01,114,994,271.0,333.0,9,human_tracking_gold
01,114,999,349.0,371.0,9,human_tracking_gold
01,114,1009,605.0,285.0,9,human_tracking_gold
01,114,1010,594.0,270.0,9,human_tracking_gold
01,114,1011,597.0,280.0,9,human_tracking_gold
01,114,1014,606.0,275.0,9,human_tracking_gold
01,114,1016,594.0,246.0,9,human_tracking_gold
01,114,1018,634.0,246.0,9,human_tracking_gold
01,114,1030,397.0,470.0,9,human_tracking_gold
01,114,1032,400.0,483.0,9,human_tracking_gold
01,114,1034,393.0,480.0,9,human_tracking_gold
01,114,1040,387.0,439.0,9,human_tracking_gold
01,114,1042,539.0,533.0,9,human_tracking_gold
01,114,1044,533.0,528.0,9,human_tracking_gold
01,114,1045,528.0,501.0,9,human_tracking_gold
01,114,1049,488.0,530.0,9,human_tracking_gold
01,114,1057,601.0,525.0,9,human_tracking_gold
01,114,1058,620.0,517.0,9,human_tracking_gold
01,114,1071,681.0,400.0,9,human_tracking_gold
01,114,1072,673.0,392.0,9,human_tracking_gold
01,114,1073,666.0,385.0,9,human_tracking_gold
01,114,1074,438.0,335.0,9,human_tracking_gold
01,114,1090,524.0,297.0,9,human_tracking_gold
01,114,1093,395.0,124.0,9,human_tracking_gold
01,114,1095,416.0,83.0,9,human_tracking_gold
01,114,1105,382.0,125.0,9,human_tracking_gold
01,114,1106,419.0,149.0,9,human_tracking_gold
01,114,1120,500.0,99.0,9,human_tracking_gold
01,114,1122,489.0,104.0,9,human_tracking_gold
01,114,1123,515.0,104.0,9,human_tracking_gold
01,114,1126,550.0,131.0,9,human_tracking_gold
01,114,1127,543.0,124.0,9,human_tracking_gold
01,114,1132,536.0,114.0,9,human_tracking_gold
01,114,1134,520.0,143.0,9,human_tracking_gold
01,114,1137,541.0,181.0,9,human_tracking_gold
01,114,1138,534.0,187.0,9,human_tracking_gold
01,114,1139,528.0,165.0,9,human_tracking_gold
01,114,1142,575.0,119.0,9,human_tracking_gold
01,114,1148,554.0,259.0,9,human_tracking_gold
01,114,1154,560.0,247.0,9,human_tracking_gold
01,114,1156,560.0,226.0,9,human_tracking_gold
01,114,1160,539.0,245.0,9,human_tracking_gold
01,114,1164,508.0,255.0,9,human_tracking_gold
01,114,1170,502.0,264.0,9,human_tracking_gold
01,114,1171,502.0,282.0,9,human_tracking_gold
01,114,1173,579.0,295.0,9,human_tracking_gold
01,114,1178,567.0,335.0,9,human_tracking_gold
01,114,1180,462.0,254.0,9,human_tracking_gold
01,114,1184,539.0,285.0,9,human_tracking_gold
01,114,1188,579.0,207.0,9,human_tracking_gold
01,114,1189,581.0,225.0,9,human_tracking_gold
01,114,1192,429.0,108.0,9,human_tracking_gold
01,114,1194,398.0,107.0,9,human_tracking_gold
01,114,1196,442.0,87.0,9,human_tracking_gold
01,114,1198,452.0,100.0,9,human_tracking_gold
01,114,1202,418.0,28.0,9,human_tracking_gold
01,114,1205,455.0,46.0,9,human_tracking_gold
01,114,1206,453.0,56.0,9,human_tracking_gold
01,114,1207,425.0,41.0,9,human_tracking_gold
01,114,1211,465.0,70.0,9,human_tracking_gold
01,114,1219,442.0,28.5,2,human_tracking_gold
01,114,1227,480.0,26.0,1,human_tracking_gold
01,114,1229,657.0,297.0,9,human_tracking_gold
01,114,1233,679.0,293.0,9,human_tracking_gold
01,114,1234,672.0,329.0,9,human_tracking_gold
01,114,1239,577.0,102.0,9,human_tracking_gold
01,114,1241,591.0,94.0,9,human_tracking_gold
01,114,1249,341.0,51.0,9,human_tracking_gold
01,114,1272,145.0,72.0,9,human_tracking_gold
01,114,1275,102.66666666666667,29.666666666666668,3,human_tracking_gold
01,114,1278,125.0,52.0,9,human_tracking_gold
01,114,1279,111.0,26.0,9,human_tracking_gold
01,114,1280,145.0,26.0,1,human_tracking_gold
01,114,1281,51.0,63.0,1,human_tracking_gold
01,114,1285,28.0,34.0,9,human_tracking_gold
01,114,1290,460.0,384.0,9,human_tracking_gold
01,114,1291,482.0,400.0,9,human_tracking_gold
01,114,1292,18.0,281.0,1,human_tracking_gold
01,114,22210,357.5,435.0,12,human_tracking_gold
01,114,22211,356.0,410.0,9,human_tracking_gold
01,115,846,97.0,78.0,9,human_tracking_gold
01,115,848,39.0,145.0,9,human_tracking_gold
01,115,858,57.0,125.0,9,human_tracking_gold
01,115,860,72.0,119.0,9,human_tracking_gold
01,115,862,175.0,156.0,9,human_tracking_gold
01,115,864,157.0,150.0,9,human_tracking_gold
01,115,866,124.0,169.0,9,human_tracking_gold
01,115,868,115.0,208.0,9,human_tracking_gold
01,115,872,100.0,243.0,9,human_tracking_gold
01,115,875,150.0,202.0,9,human_tracking_gold
01,115,877,165.0,201.0,9,human_tracking_gold
01,115,878,126.0,259.0,9,human_tracking_gold
01,115,880,688.0,149.0,9,human_tracking_gold
01,115,885,203.0,58.0,9,human_tracking_gold
01,115,886,205.0,79.0,9,human_tracking_gold
01,115,890,207.0,94.0,9,human_tracking_gold
01,115,899,320.0,108.0,9,human_tracking_gold
01,115,900,320.0,135.0,9,human_tracking_gold
01,115,902,268.0,116.0,9,human_tracking_gold
01,115,904,295.0,130.0,9,human_tracking_gold
01,115,907,271.0,145.0,9,human_tracking_gold
01,115,908,284.0,161.0,9,human_tracking_gold
01,115,912,575.0,415.0,9,human_tracking_gold
01,115,917,614.0,421.0,9,human_tracking_gold
01,115,918,628.0,424.0,9,human_tracking_gold
01,115,921,589.0,452.0,9,human_tracking_gold
01,115,922,593.5,466.0,12,human_tracking_gold
01,115,923,546.0,453.0,9,human_tracking_gold
01,115,928,674.0,490.0,9,human_tracking_gold
01,115,929,640.0,486.0,9,human_tracking_gold
01,115,932,663.0,495.0,9,human_tracking_gold
01,115,933,678.0,475.0,9,human_tracking_gold
01,115,934,682.0,444.0,9,human_tracking_gold
01,115,938,179.0,355.0,9,human_tracking_gold
01,115,941,109.0,336.0,9,human_tracking_gold
01,115,943,120.0,330.0,9,human_tracking_gold
01,115,946,210.0,303.0,9,human_tracking_gold
01,115,948,205.0,271.0,9,human_tracking_gold
01,115,950,130.0,340.0,9,human_tracking_gold
01,115,953,184.0,321.0,9,human_tracking_gold
01,115,955,202.0,331.0,9,human_tracking_gold
01,115,956,174.0,306.0,9,human_tracking_gold
01,115,962,222.0,398.0,9,human_tracking_gold
01,115,967,235.0,365.0,9,human_tracking_gold
01,115,970,238.0,414.0,9,human_tracking_gold
01,115,975,202.0,376.0,9,human_tracking_gold
01,115,976,161.0,411.0,9,human_tracking_gold
01,115,978,179.0,432.0,9,human_tracking_gold
01,115,979,130.0,431.0,9,human_tracking_gold
01,115,982,32.0,436.0,9,human_tracking_gold
01,115,984,48.0,425.0,9,human_tracking_gold
01,115,986,137.0,505.0,9,human_tracking_gold
01,115,988,130.0,501.0,9,human_tracking_gold
01,115,989,136.0,472.0,9,human_tracking_gold
01,115,990,207.0,527.0,9,human_tracking_gold
01,115,992,301.0,361.0,9,human_tracking_gold
01,115,994,271.0,333.0,9,human_tracking_gold
01,115,999,349.0,371.0,9,human_tracking_gold
01,115,1009,605.0,285.0,9,human_tracking_gold
01,115,1010,594.0,270.0,9,human_tracking_gold
01,115,1011,597.0,280.0,9,human_tracking_gold
01,115,1014,607.0,274.0,9,human_tracking_gold
01,115,1016,590.0,247.0,9,human_tracking_gold
01,115,1018,634.0,246.0,9,human_tracking_gold
01,115,1030,398.0,468.0,9,human_tracking_gold
01,115,1032,401.0,485.0,9,human_tracking_gold
01,115,1034,394.0,477.0,9,human_tracking_gold
01,115,1040,387.0,439.0,9,human_tracking_gold
01,115,1042,542.0,536.0,9,human_tracking_gold
01,115,1044,533.0,529.0,9,human_tracking_gold
01,115,1045,528.0,501.0,9,human_tracking_gold
01,115,1049,488.0,530.0,9,human_tracking_gold
01,115,1057,601.0,525.0,9,human_tracking_gold
01,115,1058,620.0,517.0,9,human_tracking_gold
01,115,1071,681.0,400.0,9,human_tracking_gold
01,115,1072,675.0,394.0,9,human_tracking_gold
01,115,1073,663.0,383.0,9,human_tracking_gold
01,115,1074,438.0,335.0,9,human_tracking_gold
01,115,1090,524.0,297.0,9,human_tracking_gold
01,115,1093,395.0,124.0,9,human_tracking_gold
01,115,1095,416.0,83.0,9,human_tracking_gold
01,115,1105,381.0,125.0,9,human_tracking_gold
01,115,1106,419.0,149.0,9,human_tracking_gold
01,115,1120,503.0,99.0,9,human_tracking_gold
01,115,1122,490.0,104.0,9,human_tracking_gold
01,115,1123,518.5,107.0,12,human_tracking_gold
01,115,1126,552.0,135.0,9,human_tracking_gold
01,115,1127,542.4,124.6,15,human_tracking_gold
01,115,1132,536.0,114.0,9,human_tracking_gold
01,115,1134,518.0,140.0,9,human_tracking_gold
01,115,1137,543.0,181.0,9,human_tracking_gold
01,115,1138,534.0,188.0,9,human_tracking_gold
01,115,1139,528.0,165.0,9,human_tracking_gold
01,115,1143,577.0,115.0,9,human_tracking_gold
01,115,1145,575.0,120.0,9,human_tracking_gold
01,115,1148,554.0,259.0,9,human_tracking_gold
01,115,1154,560.5,247.0,12,human_tracking_gold
01,115,1156,561.0,224.0,9,human_tracking_gold
01,115,1160,542.0,247.0,9,human_tracking_gold
01,115,1164,508.0,255.0,9,human_tracking_gold
01,115,1170,502.0,264.0,9,human_tracking_gold
01,115,1171,502.0,282.0,9,human_tracking_gold
01,115,1173,579.0,295.5,12,human_tracking_gold
01,115,1178,566.5,335.0,12,human_tracking_gold
01,115,1180,461.5,254.0,12,human_tracking_gold
01,115,1184,539.0,285.0,9,human_tracking_gold
01,115,1188,579.0,207.0,9,human_tracking_gold
01,115,1189,581.0,225.0,9,human_tracking_gold
01,115,1192,429.0,108.0,9,human_tracking_gold
01,115,1194,398.0,107.0,9,human_tracking_gold
01,115,1196,442.0,87.0,9,human_tracking_gold
01,115,1198,452.0,100.0,9,human_tracking_gold
01,115,1202,418.0,28.0,9,human_tracking_gold
01,115,1205,455.0,44.0,9,human_tracking_gold
01,115,1206,453.0,55.0,9,human_tracking_gold
01,115,1207,425.0,41.0,9,human_tracking_gold
01,115,1211,465.0,70.0,9,human_tracking_gold
01,115,1219,442.0,29.0,1,human_tracking_gold
01,115,1227,480.0,26.0,1,human_tracking_gold
01,115,1229,657.0,297.0,9,human_tracking_gold
01,115,1233,679.0,293.0,9,human_tracking_gold
01,115,1234,672.0,329.0,9,human_tracking_gold
01,115,1239,577.0,102.0,9,human_tracking_gold
01,115,1241,591.0,94.0,9,human_tracking_gold
01,115,1249,343.0,51.0,9,human_tracking_gold
01,115,1272,148.0,75.0,9,human_tracking_gold
01,115,1275,97.0,32.0,1,human_tracking_gold
01,115,1278,125.0,52.0,9,human_tracking_gold
01,115,1279,111.0,26.0,9,human_tracking_gold
01,115,1280,145.0,26.0,1,human_tracking_gold
01,115,1281,51.0,63.0,9,human_tracking_gold
01,115,1285,28.0,34.0,9,human_tracking_gold
01,115,1290,457.0,384.0,9,human_tracking_gold
01,115,1291,481.0,400.0,9,human_tracking_gold
01,115,1292,18.0,281.0,1,human_tracking_gold
01,115,22210,357.0,435.0,9,human_tracking_gold
01,115,22211,356.0,411.0,9,human_tracking_gold
01,116,846,98.0,77.0,9,human_tracking_gold
01,116,848,40.0,144.0,9,human_tracking_gold
01,116,858,56.0,125.0,9,human_tracking_gold
01,116,860,72.0,119.0,9,human_tracking_gold
01,116,862,175.0,156.0,9,human_tracking_gold
01,116,864,157.0,150.0,9,human_tracking_gold
01,116,866,124.0,169.0,9,human_tracking_gold
01,116,868,115.0,206.0,9,human_tracking_gold
01,116,872,98.0,246.0,9,human_tracking_gold
01,116,875,150.0,202.0,9,human_tracking_gold
01,116,877,165.0,199.0,9,human_tracking_gold
01,116,878,126.0,259.0,9,human_tracking_gold
01,116,880,689.0,149.0,9,human_tracking_gold
01,116,885,203.0,56.0,9,human_tracking_gold
01,116,886,205.0,76.0,9,human_tracking_gold
01,116,892,207.0,98.0,9,human_tracking_gold
01,116,894,208.0,87.0,9,human_tracking_gold
01,116,899,322.0,108.0,9,human_tracking_gold
01,116,900,320.0,135.0,9,human_tracking_gold
01,116,902,268.0,116.0,9,human_tracking_gold
01,116,904,296.0,131.0,9,human_tracking_gold
01,116,907,269.0,144.0,9,human_tracking_gold
01,116,908,285.0,161.0,9,human_tracking_gold
01,116,912,575.0,414.0,9,human_tracking_gold
01,116,917,614.0,421.0,9,human_tracking_gold
01,116,918,628.0,424.0,9,human_tracking_gold
01,116,921,589.0,452.0,9,human_tracking_gold
01,116,922,594.0,466.0,9,human_tracking_gold
01,116,923,551.0,454.0,9,human_tracking_gold
01,116,928,674.0,490.0,9,human_tracking_gold
01,116,929,640.0,484.0,9,human_tracking_gold
01,116,932,661.0,494.0,9,human_tracking_gold
01,116,933,678.0,475.0,9,human_tracking_gold
01,116,934,683.0,444.0,9,human_tracking_gold
01,116,938,178.0,356.0,9,human_tracking_gold
01,116,941,109.0,334.0,9,human_tracking_gold
01,116,943,121.0,329.0,9,human_tracking_gold
01,116,946,210.0,303.0,9,human_tracking_gold
01,116,948,205.0,271.0,9,human_tracking_gold
01,116,950,130.0,340.0,9,human_tracking_gold
01,116,953,184.0,321.0,9,human_tracking_gold
01,116,955,202.0,331.0,9,human_tracking_gold
01,116,956,174.0,304.0,9,human_tracking_gold
01,116,962,222.0,398.0,9,human_tracking_gold
01,116,967,235.0,365.0,9,human_tracking_gold
01,116,970,236.0,413.5,12,human_tracking_gold
01,116,975,202.0,376.0,9,human_tracking_gold
01,116,976,161.0,411.0,9,human_tracking_gold
01,116,978,181.0,433.0,9,human_tracking_gold
01,116,979,130.0,431.0,9,human_tracking_gold
01,116,982,32.0,436.0,9,human_tracking_gold
01,116,984,48.0,425.0,9,human_tracking_gold
01,116,986,137.0,505.0,9,human_tracking_gold
01,116,988,130.0,501.0,9,human_tracking_gold
01,116,989,136.0,472.0,9,human_tracking_gold
01,116,990,207.0,527.0,9,human_tracking_gold
01,116,992,301.0,361.0,9,human_tracking_gold
01,116,994,271.0,332.0,9,human_tracking_gold
01,116,999,349.0,371.0,9,human_tracking_gold
01,116,1009,606.0,283.0,9,human_tracking_gold
01,116,1010,593.0,268.0,9,human_tracking_gold
01,116,1011,599.0,277.0,9,human_tracking_gold
01,116,1014,607.0,274.0,9,human_tracking_gold
01,116,1016,590.0,247.0,9,human_tracking_gold
01,116,1018,634.0,246.0,9,human_tracking_gold
01,116,1030,399.0,463.0,9,human_tracking_gold
01,116,1032,401.0,485.0,9,human_tracking_gold
01,116,1033,394.0,476.0,9,human_tracking_gold
01,116,1040,386.0,437.0,9,human_tracking_gold
01,116,1042,542.0,534.0,9,human_tracking_gold
01,116,1044,534.0,529.0,9,human_tracking_gold
01,116,1045,528.0,501.0,9,human_tracking_gold
01,116,1049,488.0,530.0,9,human_tracking_gold
01,116,1057,601.0,525.0,9,human_tracking_gold
01,116,1058,620.0,517.0,9,human_tracking_gold
01,116,1071,682.0,401.0,9,human_tracking_gold
01,116,1072,677.0,395.0,9,human_tracking_gold
01,116,1073,663.0,383.0,9,human_tracking_gold
01,116,1074,438.0,335.0,9,human_tracking_gold
01,116,1083,455.0,381.0,9,human_tracking_gold
01,116,1084,460.0,390.0,9,human_tracking_gold
01,116,1090,524.0,297.0,9,human_tracking_gold
01,116,1093,396.0,124.0,9,human_tracking_gold
01,116,1095,416.0,83.0,9,human_tracking_gold
01,116,1105,381.0,125.0,9,human_tracking_gold
01,116,1106,420.0,149.0,9,human_tracking_gold
01,116,1120,504.0,99.0,9,human_tracking_gold
01,116,1122,491.0,105.0,9,human_tracking_gold
01,116,1123,519.0,106.0,9,human_tracking_gold
01,116,1126,554.0,138.0,9,human_tracking_gold
01,116,1127,544.0,126.0,9,human_tracking_gold
01,116,1132,536.0,114.0,9,human_tracking_gold
01,116,1134,518.0,140.0,9,human_tracking_gold
01,116,1137,543.0,181.0,9,human_tracking_gold
01,116,1138,534.0,188.0,9,human_tracking_gold
01,116,1139,528.0,165.0,9,human_tracking_gold
01,116,1143,578.0,115.0,9,human_tracking_gold
01,116,1145,574.0,121.0,9,human_tracking_gold
01,116,1148,554.0,259.0,9,human_tracking_gold
01,116,1154,561.0,247.0,9,human_tracking_gold
01,116,1156,561.0,224.0,9,human_tracking_gold
01,116,1160,543.0,248.0,9,human_tracking_gold
01,116,1164,508.0,255.0,9,human_tracking_gold
01,116,1170,502.0,264.0,9,human_tracking_gold
01,116,1171,502.0,282.0,9,human_tracking_gold
01,116,1173,579.0,296.0,9,human_tracking_gold
01,116,1178,564.0,337.0,9,human_tracking_gold
01,116,1180,460.0,255.0,9,human_tracking_gold
01,116,1184,539.0,285.0,9,human_tracking_gold
01,116,1188,579.0,207.0,9,human_tracking_gold
01,116,1189,581.0,225.0,9,human_tracking_gold
01,116,1192,429.0,107.0,9,human_tracking_gold
01,116,1194,398.0,107.0,9,human_tracking_gold
01,116,1196,442.0,87.0,9,human_tracking_gold
01,116,1198,452.0,100.0,9,human_tracking_gold
01,116,1202,418.0,28.0,9,human_tracking_gold
01,116,1205,457.5,44.0,12,human_tracking_gold
01,116,1206,453.0,55.0,9,human_tracking_gold
01,116,1207,425.0,41.0,9,human_tracking_gold
01,116,1211,465.0,70.0,9,human_tracking_gold
01,116,1219,442.0,29.0,1,human_tracking_gold
01,116,1227,480.0,26.0,1,human_tracking_gold
01,116,1229,657.0,296.0,9,human_tracking_gold
01,116,1233,679.0,293.0,9,human_tracking_gold
01,116,1234,672.0,333.0,9,human_tracking_gold
01,116,1239,580.0,102.0,9,human_tracking_gold
01,116,1241,589.0,94.0,9,human_tracking_gold
01,116,1249,343.0,51.0,9,human_tracking_gold
01,116,1272,148.0,75.0,9,human_tracking_gold
01,116,1275,95.0,31.0,1,human_tracking_gold
01,116,1278,125.0,52.0,9,human_tracking_gold
01,116,1279,111.0,27.0,9,human_tracking_gold
01,116,1280,145.0,26.0,1,human_tracking_gold
01,116,1281,52.6,63.4,15,human_tracking_gold
01,116,1285,28.0,34.0,9,human_tracking_gold
01,116,1291,481.0,400.0,9,human_tracking_gold
01,116,1292,18.0,281.0,1,human_tracking_gold
